"sex"	"age"	"kinsey"	"grow.up"	"had.partner"	"N.part"	"town.origin"	"town.now"	"education.self"	"offspring"	"N.offspring"	"planned.child.1"	"planned.child.2"	"planned.child.3"	"planned.child.4"	"planned.child.5"	"planned.child.6"	"planned.child.7"	"planned.child.8"	"planned.child.9"	"planned.child.10"	"good.news.1"	"good.news.2"	"good.news.3"	"good.news.4"	"good.news.5"	"good.news.6"	"good.news.7"	"good.news.8"	"good.news.9"	"good.news.10"	"p.length.1"	"p.length.2"	"p.length.3"	"p.length.4"	"p.length.5"	"p.length.6"	"p.length.7"	"p.length.8"	"p.length.9"	"p.length.10"	"Nkids.1"	"Nkids.2"	"Nkids.3"	"Nkids.4"	"Nkids.5"	"Nkids.6"	"Nkids.7"	"Nkids.8"	"Nkids.9"	"Nkids.10"	"would.good.news.1"	"would.good.news.2"	"would.good.news.3"	"would.good.news.4"	"would.good.news.5"	"would.good.news.6"	"would.good.news.7"	"would.good.news.8"	"would.good.news.9"	"would.good.news.10"	"abort.reason.1"	"abort.reason.2"	"abort.reason.3"	"abort.reason.4"	"abort.reason.5"	"abort.reason.6"	"abort.reason.7"	"abort.reason.8"	"abort.reason.9"	"abort.reason.10"	"break.up.2"	"break.up.3"	"break.up.4"	"break.up.5"	"break.up.6"	"break.up.7"	"break.up.8"	"break.up.9"	"break.up.10"	"residence.1"	"residence.2"	"residence.3"	"residence.4"	"residence.5"	"residence.6"	"residence.7"	"residence.8"	"residence.9"	"residence.10"	"education.1"	"education.2"	"education.3"	"education.4"	"education.5"	"education.6"	"education.7"	"education.8"	"education.9"	"education.10"	"weight.1"	"weight.2"	"weight.3"	"weight.4"	"weight.5"	"weight.6"	"weight.7"	"weight.8"	"weight.9"	"weight.10"	"height.1"	"height.2"	"height.3"	"height.4"	"height.5"	"height.6"	"height.7"	"height.8"	"height.9"	"height.10"	"age.diff.1"	"age.diff.2"	"age.diff.3"	"age.diff.4"	"age.diff.5"	"age.diff.6"	"age.diff.7"	"age.diff.8"	"age.diff.9"	"age.diff.10"	"attractiveness.1"	"attractiveness.2"	"attractiveness.3"	"attractiveness.4"	"attractiveness.5"	"attractiveness.6"	"attractiveness.7"	"attractiveness.8"	"attractiveness.9"	"attractiveness.10"	"masculinity.1"	"masculinity.2"	"masculinity.3"	"masculinity.4"	"masculinity.5"	"masculinity.6"	"masculinity.7"	"masculinity.8"	"masculinity.9"	"masculinity.10"	"eyes.1"	"eyes.2"	"eyes.3"	"eyes.4"	"eyes.5"	"eyes.6"	"eyes.7"	"eyes.8"	"eyes.9"	"eyes.10"	"hair.1"	"hair.2"	"hair.3"	"hair.4"	"hair.5"	"hair.6"	"hair.7"	"hair.8"	"hair.9"	"hair.10"	"natural.hair.1"	"natural.hair.2"	"natural.hair.3"	"natural.hair.4"	"natural.hair.5"	"natural.hair.6"	"natural.hair.7"	"natural.hair.8"	"natural.hair.9"	"natural.hair.10"	"face.masculinity.1"	"face.masculinity.2"	"face.masculinity.3"	"face.masculinity.4"	"face.masculinity.5"	"face.masculinity.6"	"face.masculinity.7"	"face.masculinity.8"	"face.masculinity.9"	"face.masculinity.10"	"beard.1"	"beard.2"	"beard.3"	"beard.4"	"beard.5"	"beard.6"	"beard.7"	"beard.8"	"beard.9"	"beard.10"	"muscles.1"	"muscles.2"	"muscles.3"	"muscles.4"	"muscles.5"	"muscles.6"	"muscles.7"	"muscles.8"	"muscles.9"	"muscles.10"	"BMI.1"	"BMI.2"	"BMI.3"	"BMI.4"	"BMI.5"	"BMI.6"	"BMI.7"	"BMI.8"	"BMI.9"	"BMI.10"	"relative.height.1"	"relative.height.2"	"relative.height.3"	"relative.height.4"	"relative.height.5"	"relative.height.6"	"relative.height.7"	"relative.height.8"	"relative.height.9"	"relative.height.10"	"body.hair.1"	"body.hair.2"	"body.hair.3"	"body.hair.4"	"body.hair.5"	"body.hair.6"	"body.hair.7"	"body.hair.8"	"body.hair.9"	"body.hair.10"	"leg.length.1"	"leg.length.2"	"leg.length.3"	"leg.length.4"	"leg.length.5"	"leg.length.6"	"leg.length.7"	"leg.length.8"	"leg.length.9"	"leg.length.10"	"extraversion.1"	"extraversion.2"	"extraversion.3"	"extraversion.4"	"extraversion.5"	"extraversion.6"	"extraversion.7"	"extraversion.8"	"extraversion.9"	"extraversion.10"	"agreeableness.1"	"agreeableness.2"	"agreeableness.3"	"agreeableness.4"	"agreeableness.5"	"agreeableness.6"	"agreeableness.7"	"agreeableness.8"	"agreeableness.9"	"agreeableness.10"	"conscientiousness.1"	"conscientiousness.2"	"conscientiousness.3"	"conscientiousness.4"	"conscientiousness.5"	"conscientiousness.6"	"conscientiousness.7"	"conscientiousness.8"	"conscientiousness.9"	"conscientiousness.10"	"stability.1"	"stability.2"	"stability.3"	"stability.4"	"stability.5"	"stability.6"	"stability.7"	"stability.8"	"stability.9"	"stability.10"	"openness.1"	"openness.2"	"openness.3"	"openness.4"	"openness.5"	"openness.6"	"openness.7"	"openness.8"	"openness.9"	"openness.10"	"SOI.1"	"SOI.2"	"SOI.3"	"SOI.4"	"SOI.5"	"SOI.6"	"SOI.7"	"SOI.8"	"SOI.9"	"soi.behavior"	"soi.attitude"	"soi.desire"	"soi.total"
"F"	49	1	1	2	3	3	1	4	1	1	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	240	9	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	""	"1"	""	""	NA	""	NA	NA	NA	NA	2	3	1	NA	NA	NA	NA	NA	NA	NA	1	2	2	NA	NA	NA	NA	NA	NA	NA	3	2	3	NA	NA	NA	NA	NA	NA	NA	73	85	83	NA	NA	NA	NA	NA	NA	NA	170	186	188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6	7	NA	NA	NA	NA	NA	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	1	3	2	NA	NA	NA	NA	NA	NA	NA	3	7	7	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	5	4	4	NA	NA	NA	NA	NA	NA	NA	3	2	1	NA	NA	NA	NA	NA	NA	NA	3	4	3	NA	NA	NA	NA	NA	NA	NA	3	2	2	NA	NA	NA	NA	NA	NA	NA	6	4	3	NA	NA	NA	NA	NA	NA	NA	5	2	2	NA	NA	NA	NA	NA	NA	NA	2	4	4	NA	NA	NA	NA	NA	NA	NA	12	12	11	NA	NA	NA	NA	NA	NA	NA	7	13	8	NA	NA	NA	NA	NA	NA	NA	12	14	12	NA	NA	NA	NA	NA	NA	NA	10	11	10	NA	NA	NA	NA	NA	NA	NA	13	13	13	NA	NA	NA	NA	NA	NA	1	9	9	5	2	2	8	2	3	19	15	13	47
"F"	27	1	1	1	2	1	4	4	1	1	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	179	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	2	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	NA	""	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	3	4	NA	NA	NA	NA	NA	NA	NA	NA	80	100	NA	NA	NA	NA	NA	NA	NA	NA	178	185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	6	NA	NA	NA	NA	NA	NA	NA	NA	6	6	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	NA	NA	NA	NA	NA	NA	NA	7	8	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	3	4	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	7	12	NA	NA	NA	NA	NA	NA	NA	NA	11	11	NA	NA	NA	NA	NA	NA	NA	NA	12	12	NA	NA	NA	NA	NA	NA	NA	NA	9	10	NA	NA	NA	NA	NA	NA	NA	NA	11	13	NA	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	5	1	1	1	4	7	3	14
"F"	42	1	1	1	2	3	3	4	1	2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	192	372	NA	NA	NA	NA	NA	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	NA	""	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA	NA	NA	NA	NA	NA	NA	NA	100	65	NA	NA	NA	NA	NA	NA	NA	NA	191	175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	6	NA	NA	NA	NA	NA	NA	NA	NA	6	2	NA	NA	NA	NA	NA	NA	NA	NA	4	1	NA	NA	NA	NA	NA	NA	NA	NA	5	3	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA	NA	NA	NA	NA	NA	NA	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	6	2	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	NA	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	NA	14	9	NA	NA	NA	NA	NA	NA	NA	NA	3	14	NA	NA	NA	NA	NA	NA	NA	NA	4	12	NA	NA	NA	NA	NA	NA	NA	NA	9	4	NA	NA	NA	NA	NA	NA	NA	NA	6	7	NA	NA	NA	NA	NA	NA	NA	NA	2	1	1	5	1	9	2	1	1	4	7	4	15
"F"	30	1	1	1	1	1	1	4	1	1	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	146	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	1	3	5	8	2	2	2	4	10	6	20
"F"	27	3	1	1	4	1	1	4	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	317	4	60	NA	NA	NA	NA	NA	NA	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	6	3	1	NA	NA	NA	NA	NA	NA	""	""	""	"1,2,5,7,8"	NA	""	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	1	1	1	1	NA	NA	NA	NA	NA	NA	4	3	4	2	NA	NA	NA	NA	NA	NA	70	85	100	70	NA	NA	NA	NA	NA	NA	176	182	190	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	5	7	NA	NA	NA	NA	NA	NA	6	7	6	7	NA	NA	NA	NA	NA	NA	4	4	4	3	NA	NA	NA	NA	NA	NA	7	8	8	9	NA	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	4	3	2	3	NA	NA	NA	NA	NA	NA	3	1	1	1	NA	NA	NA	NA	NA	NA	3	4	3	4	NA	NA	NA	NA	NA	NA	2	3	4	3	NA	NA	NA	NA	NA	NA	3	3	2	4	NA	NA	NA	NA	NA	NA	2	1	2	1	NA	NA	NA	NA	NA	NA	3	4	5	2	NA	NA	NA	NA	NA	NA	9	8	12	14	NA	NA	NA	NA	NA	NA	14	14	13	8	NA	NA	NA	NA	NA	NA	13	13	8	6	NA	NA	NA	NA	NA	NA	10	14	11	9	NA	NA	NA	NA	NA	NA	14	14	14	14	NA	NA	NA	NA	NA	NA	2	9	9	9	1	1	6	2	2	20	19	10	49
"F"	29	1	1	1	2	3	3	3	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	120	265	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	7	1	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	NA	""	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA	NA	NA	NA	NA	NA	NA	NA	3	4	NA	NA	NA	NA	NA	NA	NA	NA	65	80	NA	NA	NA	NA	NA	NA	NA	NA	186	176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6	NA	NA	NA	NA	NA	NA	NA	NA	3	6	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	8	2	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	3	5	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	5	4	NA	NA	NA	NA	NA	NA	NA	NA	6	14	NA	NA	NA	NA	NA	NA	NA	NA	11	13	NA	NA	NA	NA	NA	NA	NA	NA	14	13	NA	NA	NA	NA	NA	NA	NA	NA	14	9	NA	NA	NA	NA	NA	NA	NA	NA	6	13	NA	NA	NA	NA	NA	NA	NA	NA	2	3	1	2	1	3	1	2	1	6	10	4	20
"F"	29	1	1	1	3	3	4	4	1	2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	96	168	12	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	NA	""	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	3	3	3	NA	NA	NA	NA	NA	NA	NA	3	3	3	NA	NA	NA	NA	NA	NA	NA	80	75	90	NA	NA	NA	NA	NA	NA	NA	178	172	190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	6	4	5	NA	NA	NA	NA	NA	NA	NA	2	2	2	NA	NA	NA	NA	NA	NA	NA	3	4	7	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	5	2	4	NA	NA	NA	NA	NA	NA	NA	2	1	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	NA	NA	NA	NA	NA	NA	NA	3	2	3	NA	NA	NA	NA	NA	NA	NA	4	5	2	NA	NA	NA	NA	NA	NA	NA	5	2	2	NA	NA	NA	NA	NA	NA	NA	1	3	4	NA	NA	NA	NA	NA	NA	NA	14	6	14	NA	NA	NA	NA	NA	NA	NA	8	14	10	NA	NA	NA	NA	NA	NA	NA	14	6	5	NA	NA	NA	NA	NA	NA	NA	8	8	7	NA	NA	NA	NA	NA	NA	NA	11	8	10	NA	NA	NA	NA	NA	NA	NA	2	2	2	5	1	6	2	1	1	6	10	4	20
"F"	24	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"F"	29	1	1	1	4	3	3	3	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	347	55	14	NA	NA	NA	NA	NA	NA	1	0	0	0	0	NA	NA	NA	NA	NA	7	5	1	1	NA	NA	NA	NA	NA	NA	""	""	""	""	NA	""	NA	NA	NA	NA	1	1	2	NA	NA	NA	NA	NA	NA	3	3	3	2	NA	NA	NA	NA	NA	NA	3	2	2	4	NA	NA	NA	NA	NA	NA	87	82	82	73	NA	NA	NA	NA	NA	NA	182	185	189	182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	5	6	6	NA	NA	NA	NA	NA	NA	5	6	7	5	NA	NA	NA	NA	NA	NA	1	5	2	1	NA	NA	NA	NA	NA	NA	5	5	5	4	NA	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	2	3	4	2	NA	NA	NA	NA	NA	NA	1	2	1	2	NA	NA	NA	NA	NA	NA	3	2	2	1	NA	NA	NA	NA	NA	NA	4	4	3	2	NA	NA	NA	NA	NA	NA	2	1	1	2	NA	NA	NA	NA	NA	NA	1	2	1	5	NA	NA	NA	NA	NA	NA	2	4	4	5	NA	NA	NA	NA	NA	NA	13	11	12	12	NA	NA	NA	NA	NA	NA	11	7	7	12	NA	NA	NA	NA	NA	NA	8	9	2	13	NA	NA	NA	NA	NA	NA	11	9	8	12	NA	NA	NA	NA	NA	NA	13	5	11	8	NA	NA	NA	NA	NA	NA	2	1	2	5	7	2	3	2	2	5	20	7	32
"F"	32	1	1	1	3	1	4	3	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	356	25	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	7	3	5	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	NA	""	NA	NA	NA	NA	3	2	NA	NA	NA	NA	NA	NA	NA	4	1	1	NA	NA	NA	NA	NA	NA	NA	3	2	2	2	NA	NA	NA	NA	NA	NA	100	85	75	NA	NA	NA	NA	NA	NA	NA	185	175	178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	5	NA	NA	NA	NA	NA	NA	NA	6	6	4	NA	NA	NA	NA	NA	NA	NA	4	4	4	4	4	NA	NA	NA	NA	NA	5	9	8	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	3	5	1	NA	NA	NA	NA	NA	NA	NA	2	2	1	NA	NA	NA	NA	NA	NA	NA	2	3	1	NA	NA	NA	NA	NA	NA	NA	5	4	3	NA	NA	NA	NA	NA	NA	NA	1	4	3	NA	NA	NA	NA	NA	NA	NA	4	5	2	NA	NA	NA	NA	NA	NA	NA	1	5	3	NA	NA	NA	NA	NA	NA	NA	11	14	8	NA	NA	NA	NA	NA	NA	NA	13	13	11	NA	NA	NA	NA	NA	NA	NA	13	8	6	NA	NA	NA	NA	NA	NA	NA	12	11	9	NA	NA	NA	NA	NA	NA	NA	12	12	11	NA	NA	NA	NA	NA	NA	NA	2	2	3	5	1	4	2	5	2	7	12	9	28
"F"	56	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"F"	50	1	1	1	3	4	1	3	1	2	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	7	6	NA	NA	NA	NA	NA	NA	NA	NA	27	181	223	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	NA	""	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	4	4	1	NA	NA	NA	NA	NA	NA	NA	1	3	3	NA	NA	NA	NA	NA	NA	NA	100	75	80	NA	NA	NA	NA	NA	NA	NA	178	185	191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	7	5	NA	NA	NA	NA	NA	NA	NA	7	5	5	NA	NA	NA	NA	NA	NA	NA	2	3	4	NA	NA	NA	NA	NA	NA	NA	4	2	3	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	5	2	1	NA	NA	NA	NA	NA	NA	NA	2	2	1	NA	NA	NA	NA	NA	NA	NA	3	2	1	NA	NA	NA	NA	NA	NA	NA	6	2	1	NA	NA	NA	NA	NA	NA	NA	4	2	1	NA	NA	NA	NA	NA	NA	NA	3	3	1	NA	NA	NA	NA	NA	NA	NA	1	2	5	NA	NA	NA	NA	NA	NA	NA	8	12	14	NA	NA	NA	NA	NA	NA	NA	12	12	5	NA	NA	NA	NA	NA	NA	NA	7	11	8	NA	NA	NA	NA	NA	NA	NA	10	13	2	NA	NA	NA	NA	NA	NA	NA	7	12	8	NA	NA	NA	NA	NA	NA	NA	2	4	8	6	2	2	2	3	3	14	16	8	38
"F"	33	1	1	1	2	2	3	3	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	143	27	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	NA	""	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA	NA	NA	NA	NA	NA	NA	NA	80	75	NA	NA	NA	NA	NA	NA	NA	NA	175	183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	3	NA	NA	NA	NA	NA	NA	NA	NA	6	4	NA	NA	NA	NA	NA	NA	NA	NA	2	5	NA	NA	NA	NA	NA	NA	NA	NA	7	9	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA	NA	NA	NA	NA	NA	NA	NA	3	5	NA	NA	NA	NA	NA	NA	NA	NA	2	5	NA	NA	NA	NA	NA	NA	NA	NA	8	11	NA	NA	NA	NA	NA	NA	NA	NA	10	3	NA	NA	NA	NA	NA	NA	NA	NA	7	5	NA	NA	NA	NA	NA	NA	NA	NA	11	8	NA	NA	NA	NA	NA	NA	NA	NA	9	8	NA	NA	NA	NA	NA	NA	NA	NA	2	3	2	4	2	6	2	4	5	7	10	11	28
